Timestamp,Survey,Job Title,Gender,City,Gross Salary,Currency,Day Rate,Years of XP,Benefits,What is your employment status?
18/08/2020,FR,PRODUCER,H,Paris,"32,000 €",EUR,,5,"TR/Mutuelle/Participation/Télétravail Partiel
Pas de RTT, pas d'heures supp",Salarié - Cadre
19/02/2019,FR,PRODUCT OWNER,H,Paris,"70,000 €",EUR,,13,"Tickets resto, primes, stock options",
25/02/2021,FR,PROGRAMMER,H,Angoulême,"30,000 €",EUR,,2,,statut artiste auteur
19/02/2019,FR,PROGRAMMER,H,Bruxelles,"21,400 €",EUR,,4,Transport 100%,
26/02/2019,FR,PROGRAMMER,H,Lyon,"26,400 €",EUR,,6.5,heure sup passé en récup (mais non majoré),CDI 35h
26/02/2019,FR,PROGRAMMER,H,Lyon,"27,600 €",EUR,,11,,CDI 35h
25/02/2019,FR,PROGRAMMER,H,Lyon,"41,580 €",EUR,,5,"Indemnité vélo (200€/an), sport(~150€/an), tickets resto",CDI
19/02/2019,FR,PROGRAMMER,H,Melun,"34,800 €",EUR,,6,WFH,"CDI, Associé"
26/02/2019,FR,PROGRAMMER,H,Montpellier,"28,800 €",EUR,,9,Auteur = intéressement,Auteur
22/04/2021,FR,PROGRAMMER,H,Bordeaux,"33,000 €",EUR,,3.5,"Tickets resto, Transports 50%, primes de fin d'année (env 100€), prime vacances, actions, jeux gratuits","CDI, cadre"
18/02/2019,FR,PROGRAMMER SENIOR,H,Lyon,"37,000 €",EUR,,7,,
18/02/2019,FR,PROGRAMMER SENIOR,H,Montpellier,"39,500 €",EUR,,6,"Tickets Resto, Mutuelle, avantages CE, 1 RTT / mois, prime éventuelle sur rentabilité",Salarié - Cadre
18/02/2019,FR,PROGRAMMER SENIOR,H,Paris,"62,000 €",EUR,,22,,
18/02/2019,FR,PROGRAMMER SENIOR,H,Paris,"90,000 €",EUR,,16,,CDI Gérant
11/10/2021,FR,PROJECT COORDINATOR,F,Montpellier,"33,080 €",EUR,,4,"TR (9€), 50% transport, mutuelle, statut cadre, intéressement, CE, jeux gratuits",CDI
04/09/2020,FR,PROJECT COORDINATOR,F,Paris,"28,500 €",EUR,,3,"Tickets Restaurants (9€), 50% transport, mutuelle, cadre, intéressement, CE",CDD
10/12/2021,FR,PROJECT COORDINATOR,H,Paris,"41,000 €",EUR,,6,"Tickets Restaurants (9€), 50% transport, mutuelle, cadre, intéressement, CE",
18/02/2019,FR,PROJECT COORDINATOR,F,Paris,"36,000 €",EUR,,4,"Jeux gratuits, prime à la rentabilité, corbeilles de fruits à disposition","Salariée, CDD"
19/03/2019,FR,PROJECT MANAGER,H,Paris,"35,000 €",EUR,,3,,"Salariée, CDD"
13/10/2021,FR,QA ANALYST,H,Paris,"29,320 €",EUR,,2,"Participation, tickets resto, les jeux de la boite en démat, version boite des projets sur lesquels j'ai bossé",CDI
19/02/2019,FR,QA ANALYST,H,Paris,"21,100 €",EUR,,2,"Participation, tickets resto, les jeux de la boite en démat, version boite des projets sur lesquels j'ai bossé",CDD
21/02/2019,FR,QA TESTER,H,Lyon,"20,400 €",EUR,,1.5,,CDD
06/08/2020,FR,QA TESTER,H,Montpelier,"23,000 €",EUR,,2,"Tickets restos, 50% transports, avantages divers (CE, reduction loisirs, jeux gratuits...), 1 RTT par mois",CDD
18/02/2019,FR,QA TESTER,H,Montpellier,"22,000 €",EUR,,3,"Tickets restos, 50% transports, avantages divers (CE, reduction loisirs, jeux gratuits...), 1 RTT par mois",CDD 37.5
18/02/2019,FR,QA TESTER,F,Paris,"18,000 €",EUR,,2,"Tickets restos, Mutuelle, 50% transports, prime vacances, consoles de jeux en salle de pause",
03/03/2019,FR,QA TESTER,F,Paris,"24,000 €",EUR,,3.5,"Tickets Resto (8€, 50% par l'entreprise), Transport 50%, mutuelle, CE ( réduction cinema et billetterie loisir)",CDI
19/20/2019,FR,QA TESTER,F,Paris,"22,000 €",EUR,,3,"Tickets restos, mutuelle, 50% transports, RTT",CDD - 37h
30/03/2022,FR,QA TESTER,H,Lille,"24,000 €",EUR,,3,"Ticket resto, mutuelle, CE (billetterie + chèques cadeaux noel), salle de sport, 50% transport, prime vacances, prime participation",
02/09/2020,FR,QUEST DESIGNER,H,Bordeaux,"29,400 €",EUR,,3,"Tickets resto (8€, 50% par l'entreprise), Transports 50%, Mutuelle (50% par l'entreprise)",CDI - 35h
02/09/2020,FR,QUEST DESIGNER,F,Bordeaux,"26,400 €",EUR,,1.5,"Tickets resto (8€, 50% par l'entreprise), Transports 50%, Mutuelle (50% par l'entreprise)",CDD 18 mois - 35h
03/04/2020,FR,QUEST DESIGNER,F,Bordeaux,"30,600 €",EUR,,3,"Tickets resto (8€, 50% par l'entreprise), Transports 50%, Mutuelle (50% par l'entreprise)",CDI - 35h
22/04/2021,FR,QUEST DESIGNER,H,Bordeaux,"28,800 €",EUR,,3,"Tickets resto (8€, 50% par l'entreprise), Transports 50%, Mutuelle (50% par l'entreprise)",CDI - 35h
19/02/2019,FR,RELEASE MANAGER,H,Montpellier,"42,500 €",EUR,,6,Ticket resto,CDI - Cadre
09/06/2020,FR,RESSOURCES HUMAINES,F,Annecy,"30,000 €",EUR,,5,"Ticket Resto, CE, RTT, primes, jeux gratuits, intéressements",CDI
18/02/2019,FR,SCÉNARISTE/NARRATIVE DESIGN,H,Bordeaux,"25,000 €",EUR,300 €,9,Être libre et indépendant et aussi boire du bon thé et du bon café.,Micro entreprise
26/02/2019,FR,SCÉNARISTE/NARRATIVE DESIGN,H,Marseille,"30,000 €",EUR,400 €,3,,freelance
18/02/2019,FR,SCÉNARISTE/NARRATIVE DESIGN,H,Toulouse,,EUR,400 €,3,,freelance
20/02/2019,FR,SENIOR 3D ARTIST,H,Lyon,"33,000 €",EUR,,13,"50% transports, 50% ticket resto, mutuelle, 4 jeux offert/an, CE, RTT",CDI - 37h
18/02/2019,FR,SENIOR 3D ARTIST,H,Paris,"40,000 €",EUR,,10,"Avantages divers (CE, reduction loisirs, jeux gratuits...), 1 RTT par mois, équivalent 13e mois, intéressement",CDD
18/02/2019,FR,SENIOR 3D ARTIST,H,Paris,"41,000 €",EUR,,13,"Tickets restos, 50% transports, avantages divers (CE, reduction loisirs, jeux gratuits...), 1 RTT par mois","CDI, Bonus sur objectifs inclus dans le salaire, intéressement"
19/02/2019,FR,SENIOR 3D ARTIST,H,Paris,"43,000 €",EUR,,13,"50% transports, 50% ticket resto, mutuelle, 4 jeux offert/an, CE, RTT",CDI - 37h
19/02/2019,FR,SENIOR ANIMATOR,H,Bordeaux,"42,000 €",EUR,,10,"que dalle, statut freelance",CDI 39h
18/02/2019,FR,SENIOR BACKEND DEVELOPER,H,Paris,"51,000 €",EUR,,10,"Tickets restos, Mutuelle, Remote à volonté (dans la limite du raisonnable), Horaires flexibles, Consoles de jeux, Bonne ambiance, RTT et jours de récup en cas d'heures supplémentaires, possibilité d'utiliser les locaux pour regarder des films ou autres activités en dehors des horaires de travail",Salarié aux 38h30
25/11/2021,FR,SENIOR BACKEND DEVELOPER,F,Lille,45 000 €,EUR,,6,"Tickets restos, 50% transport (obligation légale), 50% mutuelle (obligation légale), prévoyance, panier de fruits, boissons, prime d'intéressement, TT 2 jours min.","CDI 37,5h - Cadre"
20/02/2019,FR,SENIOR CHARACTER ARTIST,H,Paris,"44,000 €",EUR,,9,"tickets resto, 50% transports, mutuelle, jeux gratuits, prime à la rentabilité","CDD 37,5h (1RTT par mois)"
19/02/2019,FR,SENIOR CONCEPT ARTIST,H,Paris,"37,000 €",EUR,,12,"50% transport (obligation légale), 50% Mutuelle (obligation légale), Panier fruits, prime annuelle",CDI
11/03/2019,FR,SENIOR ENGINE PROGRAMMER,F,Paris,"48,000 €",EUR,,7,"Tickets restos, Mutuelle, 50% transports, jeux gratuits",CDI - 35h - Cadre
20/01/2020,FR,SENIOR ENGINE PROGRAMMER,H,Paris,"50,000 €",EUR,,8,"Tickets restos, Mutuelle, prévoyance, 50% transports, réduction sport","CDI 38,5h - Cadre"
18/02/2019,FR,SENIOR ENGINE PROGRAMMER,H,Paris,"51,000 €",EUR,,12,"Tickets restos, mutuelle, 50% transports",CDI
19/02/2019,FR,SENIOR ENGINE PROGRAMMER,H,Paris,"54,000 €",EUR,,19,"Tickets restos, mutuelle, 50% transports, télétravail 1j/semaine",CDI - 37h
25/02/2019,FR,SENIOR GAME DESIGNER,H,Lyon,"29,000 €",EUR,,12,"Mutuelle pas trop mal, bonne bouffe + micro prime à noel, super ambiance entre collègues, prise de congés peu contraignante",CDI
19/02/2019,FR,SENIOR GAME DESIGNER,H,Paris,"34,500 €",EUR,,14,"Ticket resto, RTT, 50% transports, CE, Panier fruits, Mutuelle",CDI
18/02/2019,FR,SENIOR GAME DESIGNER,H,Paris,"39,000 €",EUR,,6,"Snacks, boisson, fruits gratuits, soirées et sorties, supers ambiance et projets",
21/04/2021,FR,SENIOR GAMEPLAY PROGRAMMER,H,Annecy,"49,540 €",EUR,,13.5,"Primes de projet, intéressement-participation, jeux gratuits, tickets restos, RTT",CDI - 37h
19/02/2019,FR,SENIOR GAMEPLAY PROGRAMMER,H,Paris,"38,000 €",EUR,,8,,CDI
20/02/2019,FR,SENIOR GAMEPLAY PROGRAMMER,H,Paris,"40,000 €",EUR,,6,"prime annuelle, 50% transports, mutuelle",CDI 37h cadre
19/02/2019,FR,SENIOR GAMEPLAY PROGRAMMER,F,Paris,"46,500 €",EUR,,11,"Ticket resto, RTT, 50% transports, CE, Panier fruits, prime eventuelle de rentabilité",CDI - Cadre
18/02/2019,FR,SENIOR GAMEPLAY PROGRAMMER,H,Paris,"48,000 €",EUR,,12,"Mutuelle, CE qui se met en place (mais peu de moyen), 1 RTT / mois",
18/02/2019,FR,SENIOR GAMEPLAY PROGRAMMER,H,Paris,"49,000 €",EUR,,10,"Tickets Resto, Mutuelle, avantages CE, 1 RTT / mois, prime éventuelle sur rentabilité",
18/02/2019,FR,SENIOR GAMEPLAY PROGRAMMER,H,Paris,"63,000 €",EUR,,22,"Tickets resto, 50% transports, mutuelle",
18/02/2019,FR,SENIOR LEVEL ARTIST,H,Montpellier,"48,000 €",EUR,,24,"Tickets resto, mutuelle, prime renta",CDI
18/02/2019,FR,SENIOR LEVEL DESIGNER,H,Paris,"37,500 €",EUR,,10,"Mutuelle, transport 50%, tickets resto, avantage CE (voyages, arbre de Noël, activités, etc...), prime participation, cooptation",
13/12/2021,FR,SENIOR LEVEL DESIGNER,H,Bordeaux,"43,000 €",EUR,,10,"Tickets resto, 50% transports, mutuelle",CDI
05/12/2019,FR,SENIOR LIGHTING ARTIST,H,Lille,"49,000 €",EUR,,8,Actions,CDI
20/02/2019,FR,SENIOR ONLINE DEVELOPER,H,Paris,,EUR,,7.5,"mutuelle, tickets restos, intéressement, CE50% transports, RTT",CDI - Cadre
07/07/2020,FR,SENIOR PROGRAMMER,H,Montpellier,"44,000 €",EUR,,10,"Tickets restos, Mutuelle, horaires souples, petites primes, crédit pour acheter des jeux",CDI
19/02/2019,FR,SENIOR PROGRAMMER,H,Paris,"43,500 €",EUR,,8,,
15/03/2019,FR,SENIOR PROGRAMMER,H,Paris,"44,000 €",EUR,,9,"Tickets restos, Mutuelle, 50% transports, chèques cadeaux Noël, jeux gratuits, bonne ambiance",CDI - 35h
19/02/2019,FR,SENIOR SOUND DESIGNER,H,Lille,"36,000 €",EUR,,10,"Tickets Resto, 50% Transports, CE, Horaires flexibles",CDI
18/02/2019,FR,SENIOR SOUND DESIGNER,H,Paris,"34,000 €",EUR,,7,des gâteaux et du café,
06/03/2019,FR,SENIOR SOUND DESIGNER,H,Paris,"34,000 €",EUR,,10,"Tickets Resto, RTT, prise en charge de moitié des transports, mutuelle, heure supp",CDD
20/02/2018,FR,SENIOR SOUND DESIGNER,H,Paris,"41,000 €",EUR,,5,"Ticket resto, mutuelle, 50% transport",CDI
19/02/2022,FR,SENIOR SOUND DESIGNER,H,Paris,46 000 €,EUR,,12,"Tickets Resto, RTT, prise en charge de moitié des transports, mutuelle",CDI
18/02/2019,FR,SOUND DESIGNER,H,Bordeaux,"28,620 €",EUR,,1.8,"Tickets resto, CE, cooptation, heures sup rémun.",37h - CDD -> CDI 
18/02/2019,FR,SOUND DESIGNER,H,Bordeaux,"32,000 €",EUR,,4,"Tickets resto, CE, cooptation, heures sup rémun.",
04/03/2019,FR,SOUND DESIGNER,H,Montpellier,"25,000 €",EUR,150 €,10,,
18/02/2019,FR,SOUND DESIGNER,H,Paris,"27,000 €",EUR,,5,"tickets restau, heures supp rémunérées, mutuelle, chèques cadeaux",
19/02/2019,FR,SOUND DESIGNER,H,Paris,"30,800 €",EUR,,3,"Tickets resto, CE, jeux gratuits, prime de renta du jeu éventuelle, participation et intéressement, heures supp payées",CDI
18/02/2019,FR,SOUND DESIGNER,H,Paris,"37,000 €",EUR,300 €,5,//A,Micro Entreprise
18/02/2019,FR,SOUND DESIGNER,H,Paris,"42,000 €",EUR,,4,"Tickets resto, jeux gratuits, prime à la rentabilité","CDI 37,5h"
18/02/2019,FR,SOUND DESIGNER,H,Strasbourg,"25,000 €",EUR,,1,télétravail total / horaires libres,
19/02/2019,FR,STAGIAIRE PRODUCER ASSOCIE,H,Lyon,"10,800 €",EUR,,1,"Trasport 50%, Ticket Resto, Fruits, events 7 fois par mois, horraire easy = de 10h à 17h",CDD
18/02/2019,FR,TECHNICAL ARTIST,H,Paris,"26,400 €",EUR,,1,"50% transports, mutuelle",CDI
21/02/2019,FR,TECHNICAL ARTIST,F,Paris,"32,000 €",EUR,,3,"Mutuelle, tickets restaurants, 50% transports, primes, RTT",CDI - 37.5h
18/02/2019,FR,TECHNICAL ARTIST,F,Paris,"36,960 €",EUR,,4,ticket resto,
18/02/2019,FR,TECHNICAL ARTIST,H,Paris,"41,000 €",EUR,,8,"Transport 50%, Ticket Resto, Fruits, Heures sup rémunéré ",CDI
17/12/2020,FR,TECHNICAL ARTIST,F,Bordeaux,"30,600 €",EUR,,4,"Tickets resto (8€, 50% par l'entreprise), Transports 50%, Mutuelle (50% par l'entreprise)",CDI - 35h
17/05/2019,FR,TECHNICAL ARTIST INTERN,H,Bordeaux,"14,500 €",EUR,,0.5,"Ticket Resto (180€, non compris), transports 50%, biscuits fruits","Stage 4 mois à bac+4, milieu d'étude, 2eme stage"
08/07/2019,FR,TECHNICAL ARTIST INTERN,H,Bordeaux,2 €,EUR,,0,"Ticket resto (180€, non compris), jeux gratuits, club, fruits, formation","Stage 5 mois à bac+5, fin d'étude, 2e stage"
18/02/2019,FR,TECHNICAL LEVEL DESIGNER,H,Lyon,"27,000 €",EUR,,1,"Tickets resto, soirées, jeux gratuits...",
19/02/2019,FR,TECHNICAL LEVEL DESIGNER,H,Paris,"27,000 €",EUR,,1,"ticket resto, participation velo (au prorata du kilometrage, ~15e/mois) mutuelle",
18/02/2019,FR,TECHNICAL LEVEL DESIGNER,H,Paris,"27,600 €",EUR,,3,"Tickets restos (180€ payés à moitié par l'entreprise), chèques à Noël",
18/02/2019,FR,TECHNICAL SOUND DESIGNER,H,Montpellier,"27,000 €",EUR,,5,"
",
18/02/2019,FR,TECHNICAL SOUND DESIGNER,H,Paris,"33,000 €",EUR,,3,"Tickets Resto, Mutuelle, avantages CE, 1 RTT / mois, prime éventuelle sur rentabilité",CDI
18/02/2019,FR,TECHNICAL SOUND DESIGNER,H,Toulouse,"28,000 €",EUR,,4,"Ambiance (collègues + management), Projets variés, Permet de varier ses compétences, Cadre",
18/02/2019,FR,TECHNICAL SOUND DESIGNER,H,Toulouse,"28,000 €",EUR,,5,"polyvalence, ambiance, projets...",CDI Cadre
19/02/2019,FR,TESTEUR DÉVELOPPEMENT,H,Villeurbanne,"18,600 €",EUR,,1,,CDD - 35h
18/02/2019,FR,TEXTURE ARTIST,H,Paris,"29,000 €",EUR,,3,"50% transports, mutuelle",CDD
06/08/2020,FR,TOOLS PROGRAMMER,H,Annecy,"47,000 €",EUR,,22,"Tickets Resto, RTT, prise en charge de moitié des transports, mutuelle",CDD
18/02/2019,FR,TOOLS PROGRAMMER,H,Lille,"30,000 €",EUR,,6,"Ticket Restaurant, 50% Transport, Prime Participation, CE",
05/03/2019,FR,TOOLS PROGRAMMER,H,Paris,"32,400 €",EUR,,6,"Tickets Resto (9€), actions (en cours d'acquisition)",CDI
18/03/2019,FR,TOOLS PROGRAMMER,H,Paris,"35,100 €",EUR,,2,"Tickets Resto, RTT, prise en charge de moitié des transports, mutuelle",CDD
18/02/2019,FR,TOOLS PROGRAMMER,H,Paris,"38,400 €",EUR,,4,"Tickets Resto, Mutuelle, avantages CE, 1 RTT / mois, prime éventuelle sur rentabilité",Salarié
18/02/2019,FR,TOOLS PROGRAMMER,H,Paris,"39,600 €",EUR,,4,"50% transport, tickets resto (8€), chèques cadeau à noël, mutuelle, CE",CDI
04/09/2020,FR,TOOLS PROGRAMMER,H,Montpellier,"31,200 €",EUR,,8,"Télétravail, horaires et congés flexibles, bonus de fin de projet",CDI
04/03/2019,FR,UA CAMPAIGN MANAGER,H,Paris,"39,000 €",EUR,,3,"CE, Prime participation/rentabilité éventuelle, divers + obligations légales (tr, 50% transport, mutuelle, etc.)",CDD
17/12/2021,FR,UI DESIGNER,H,Nanterre,"31,200 €",EUR,,21,"Tickets restautants (8€), mutuelle, 50% transport, actions, 1 prime vacances par an liée à la convention collective (10% des CP), non cadre",CDI - 35h (minimum)
18/02/2019,FR,UI DESIGNER,H,Paris,"35,000 €",EUR,,7,"Transport 50%, Mutuelle, CE, Tickets Restaurants",Intermittent 37.5 h
18/02/2019,FR,UI DESIGNER,F,Paris,"38,000 €",EUR,,9," intéressement, tickets resto, primes,abondement sur fonds de placement  
Prime de fin d'année , chèques culture","CDI, 39h"
19/02/2019,FR,UI DESIGNER,H,Paris,"38,000 €",EUR,,15,"Transports 50%, Mutuelle",CDI - 37.5h
23/02/2019,FR,UI DESIGNER,F,Paris,"24,000 €",EUR,,2,Tickets resto,CDI 35h
03/03/2019,FR,UI/GP PROGRAMMER,H,Bordeaux,"31,800 €",EUR,,7,"Tickets Restaurants (9.20), 50% transport, mutuelle, cadre, intéressement, CE",CDD -> CDI 35h
07/01/2022,FR,USER RESEARCHER,F,Paris,"38,000 €",EUR,,6,"Ticket resto, 50% transports, mutuelle, CE, prime sur objectif, RTT",CDI - 39h
13/08/2021,FR,USER RESEARCHER (CONSULTING),F,Paris,"50,000 €",EUR,500.00 €,12,,Consulting (A-E)
23/02/2019,FR,UX DESIGNER,F,Paris,"30,000 €",EUR,,<1,"Tickets resto, 50% transports, mutuelle, CE, jeux gratuits.",CDD 38H
19/02/2019,FR,UX DESIGNER,F,Paris,"34,500 €",EUR,,3,"Tickets resto, jeux gratuits, prime vacances, prime de rentabilité projet...",CDD
20/02/2019,FR,UX DESIGNER,H,Paris,,EUR,,6,"Tickets resto, jeux gratuits, prime de rentabilité projet, ...",CDI / 39H
18/02/2019,FR,UX/UI DESIGNER,F,Lille,"25,200 €",EUR,,3,"Tickets restau, prime vacances, prime de participation, chèques cadeaux (Noël)",CDI - 35h
21/03/2019,FR,UX/UI DESIGNER,H,Paris,"37,000 €",EUR,,le,"Tickets resto, 50% transports, Cadre, vacances, etc",CDI Cadre
18/02/2019,FR,VFX / TECHNICAL ARTIST,H,Paris,"24,000 €",EUR,,1,"Transports 50%, Mutuelle, chèques à Noël, primes régulières, ambiance cool",CDI
14/07/2020,FR,VFX ARTIST,F,Cracovie,,EUR,,3.5,"Nourriture, carte multisport, ludotheque, cours de langue, heures supp, bonus, etc.",CDD - 40h
22/02/2019,FR,VFX ARTIST,H,Montpellier,"28,500 €",EUR,,2.5,"CE, Ticket Resto, RTT, primes, jeux gratuits, intéressements",CDD - 37h
21/02/2019,FR,VFX ARTIST,H,Paris,"36,500 €",EUR,,7,"Mutuelle, 50% transport, RTT (1/mois), Primes rentabilité",CDI 
19/02/2019,FR,VFX ARTIST,H,Paris,"58,000 €",EUR,,0.5,"Remote, vacances flexibles ( 5-6 semaines), primes",Contractor
22/02/2022,FR,VFX ARTIST,F,Bordeaux,34 000 €,EUR,,1,"Carte resto, salle de sport, prime de rentabilité, jeux gratuits, activités gratuites organisé tous les mois",CDI - 35h
07/07/2020,FR,WRITER,NB (perçu H),Province,"26,000 €",EUR,,1,"Transport 50%, Mutuelle, CE, Tickets Restaurants",CDD
06/04/2021,FR,WRITER (JUNIOR),H (perçu F),Nice,"22,500 €",EUR,,1.5,"Tickets resto, 50% transports, mutuelle, heures supplémentaires, primes",CDI
19/02/2019,FR,,F,Lille,"28,800 €",EUR,,5,"Ticket resto, 50% transports, mutuelle, CE, prime vacances, prime de participation",CDI - Cadre
31/03/2022,FR,LEVEL DESIGNER,NB (perçu.e F),Paris,26 400€,EUR,,1.5,,CDD - 39h
02/04/2022,FR,GAME DESIGNER,M,Lyon,27 600 €,EUR,,3,,CDD - 35h